season,round,driver,driver_id,position,points,wins
2015,1,Lewis Hamilton,hamilton,1,25.0,1
2015,1,Nico Rosberg,rosberg,2,18.0,0
2015,1,Sebastian Vettel,vettel,3,15.0,0
2015,1,Felipe Massa,massa,4,12.0,0
2015,1,Felipe Nasr,nasr,5,10.0,0
2015,1,Daniel Ricciardo,ricciardo,6,8.0,0
2015,1,Nico Hülkenberg,hulkenberg,7,6.0,0
2015,1,Marcus Ericsson,ericsson,8,4.0,0
2015,1,Carlos Sainz,sainz,9,2.0,0
2015,1,Sergio Pérez,perez,10,1.0,0
2015,1,Jenson Button,button,11,0.0,0
2015,1,Kimi Räikkönen,raikkonen,12,0.0,0
2015,1,Max Verstappen,max_verstappen,13,0.0,0
2015,1,Romain Grosjean,grosjean,14,0.0,0
2015,1,Pastor Maldonado,maldonado,15,0.0,0
2015,1,Daniil Kvyat,kvyat,16,0.0,0
2015,1,Kevin Magnussen,kevin_magnussen,17,0.0,0
2015,1,Valtteri Bottas,bottas,18,0.0,0
2015,2,Lewis Hamilton,hamilton,1,43.0,1
2015,2,Sebastian Vettel,vettel,2,40.0,1
2015,2,Nico Rosberg,rosberg,3,33.0,0
2015,2,Felipe Massa,massa,4,20.0,0
2015,2,Kimi Räikkönen,raikkonen,5,12.0,0
2015,2,Felipe Nasr,nasr,6,10.0,0
2015,2,Valtteri Bottas,bottas,7,10.0,0
2015,2,Daniel Ricciardo,ricciardo,8,9.0,0
2015,2,Nico Hülkenberg,hulkenberg,9,6.0,0
2015,2,Max Verstappen,max_verstappen,10,6.0,0
2015,2,Carlos Sainz,sainz,11,6.0,0
2015,2,Marcus Ericsson,ericsson,12,4.0,0
2015,2,Daniil Kvyat,kvyat,13,2.0,0
2015,2,Sergio Pérez,perez,14,1.0,0
2015,2,Romain Grosjean,grosjean,15,0.0,0
2015,2,Jenson Button,button,16,0.0,0
2015,2,Roberto Merhi,merhi,17,0.0,0
2015,2,Pastor Maldonado,maldonado,18,0.0,0
2015,2,Kevin Magnussen,kevin_magnussen,19,0.0,0
2015,2,Fernando Alonso,alonso,20,0.0,0
2015,2,Will Stevens,stevens,21,0.0,0
2015,3,Lewis Hamilton,hamilton,1,68.0,2
2015,3,Sebastian Vettel,vettel,2,55.0,1
2015,3,Nico Rosberg,rosberg,3,51.0,0
2015,3,Felipe Massa,massa,4,30.0,0
2015,3,Kimi Räikkönen,raikkonen,5,24.0,0
2015,3,Valtteri Bottas,bottas,6,18.0,0
2015,3,Felipe Nasr,nasr,7,14.0,0
2015,3,Daniel Ricciardo,ricciardo,8,11.0,0
2015,3,Romain Grosjean,grosjean,9,6.0,0
2015,3,Nico Hülkenberg,hulkenberg,10,6.0,0
2015,3,Max Verstappen,max_verstappen,11,6.0,0
2015,3,Carlos Sainz,sainz,12,6.0,0
2015,3,Marcus Ericsson,ericsson,13,5.0,0
2015,3,Daniil Kvyat,kvyat,14,2.0,0
2015,3,Sergio Pérez,perez,15,1.0,0
2015,3,Jenson Button,button,16,0.0,0
2015,3,Fernando Alonso,alonso,17,0.0,0
2015,3,Roberto Merhi,merhi,18,0.0,0
2015,3,Will Stevens,stevens,19,0.0,0
2015,3,Pastor Maldonado,maldonado,20,0.0,0
2015,3,Kevin Magnussen,kevin_magnussen,21,0.0,0
2015,4,Lewis Hamilton,hamilton,1,93.0,3
2015,4,Nico Rosberg,rosberg,2,66.0,0
2015,4,Sebastian Vettel,vettel,3,65.0,1
2015,4,Kimi Räikkönen,raikkonen,4,42.0,0
2015,4,Felipe Massa,massa,5,31.0,0
2015,4,Valtteri Bottas,bottas,6,30.0,0
2015,4,Daniel Ricciardo,ricciardo,7,19.0,0
2015,4,Felipe Nasr,nasr,8,14.0,0
2015,4,Romain Grosjean,grosjean,9,12.0,0
2015,4,Nico Hülkenberg,hulkenberg,10,6.0,0
2015,4,Max Verstappen,max_verstappen,11,6.0,0
2015,4,Carlos Sainz,sainz,12,6.0,0
2015,4,Sergio Pérez,perez,13,5.0,0
2015,4,Marcus Ericsson,ericsson,14,5.0,0
2015,4,Daniil Kvyat,kvyat,15,4.0,0
2015,4,Fernando Alonso,alonso,16,0.0,0
2015,4,Jenson Button,button,17,0.0,0
2015,4,Roberto Merhi,merhi,18,0.0,0
2015,4,Will Stevens,stevens,19,0.0,0
2015,4,Pastor Maldonado,maldonado,20,0.0,0
2015,4,Kevin Magnussen,kevin_magnussen,21,0.0,0
2015,5,Lewis Hamilton,hamilton,1,111.0,3
2015,5,Nico Rosberg,rosberg,2,91.0,1
2015,5,Sebastian Vettel,vettel,3,80.0,1
2015,5,Kimi Räikkönen,raikkonen,4,52.0,0
2015,5,Valtteri Bottas,bottas,5,42.0,0
2015,5,Felipe Massa,massa,6,39.0,0
2015,5,Daniel Ricciardo,ricciardo,7,25.0,0
2015,5,Romain Grosjean,grosjean,8,16.0,0
2015,5,Felipe Nasr,nasr,9,14.0,0
2015,5,Carlos Sainz,sainz,10,8.0,0
2015,5,Max Verstappen,max_verstappen,11,6.0,0
2015,5,Nico Hülkenberg,hulkenberg,12,6.0,0
2015,5,Sergio Pérez,perez,13,5.0,0
2015,5,Marcus Ericsson,ericsson,14,5.0,0
2015,5,Daniil Kvyat,kvyat,15,5.0,0
2015,5,Fernando Alonso,alonso,16,0.0,0
2015,5,Jenson Button,button,17,0.0,0
2015,5,Roberto Merhi,merhi,18,0.0,0
2015,5,Will Stevens,stevens,19,0.0,0
2015,5,Pastor Maldonado,maldonado,20,0.0,0
2015,5,Kevin Magnussen,kevin_magnussen,21,0.0,0
2015,6,Lewis Hamilton,hamilton,1,126.0,3
2015,6,Nico Rosberg,rosberg,2,116.0,2
2015,6,Sebastian Vettel,vettel,3,98.0,1
2015,6,Kimi Räikkönen,raikkonen,4,60.0,0
2015,6,Valtteri Bottas,bottas,5,42.0,0
2015,6,Felipe Massa,massa,6,39.0,0
2015,6,Daniel Ricciardo,ricciardo,7,35.0,0
2015,6,Daniil Kvyat,kvyat,8,17.0,0
2015,6,Felipe Nasr,nasr,9,16.0,0
2015,6,Romain Grosjean,grosjean,10,16.0,0
2015,6,Sergio Pérez,perez,11,11.0,0
2015,6,Carlos Sainz,sainz,12,9.0,0
2015,6,Nico Hülkenberg,hulkenberg,13,6.0,0
2015,6,Max Verstappen,max_verstappen,14,6.0,0
2015,6,Marcus Ericsson,ericsson,15,5.0,0
2015,6,Jenson Button,button,16,4.0,0
2015,6,Fernando Alonso,alonso,17,0.0,0
2015,6,Roberto Merhi,merhi,18,0.0,0
2015,6,Will Stevens,stevens,19,0.0,0
2015,6,Pastor Maldonado,maldonado,20,0.0,0
2015,6,Kevin Magnussen,kevin_magnussen,21,0.0,0
2015,7,Lewis Hamilton,hamilton,1,151.0,4
2015,7,Nico Rosberg,rosberg,2,134.0,2
2015,7,Sebastian Vettel,vettel,3,108.0,1
2015,7,Kimi Räikkönen,raikkonen,4,72.0,0
2015,7,Valtteri Bottas,bottas,5,57.0,0
2015,7,Felipe Massa,massa,6,47.0,0
2015,7,Daniel Ricciardo,ricciardo,7,35.0,0
2015,7,Daniil Kvyat,kvyat,8,19.0,0
2015,7,Romain Grosjean,grosjean,9,17.0,0
2015,7,Felipe Nasr,nasr,10,16.0,0
2015,7,Sergio Pérez,perez,11,11.0,0
2015,7,Nico Hülkenberg,hulkenberg,12,10.0,0
2015,7,Carlos Sainz,sainz,13,9.0,0
2015,7,Max Verstappen,max_verstappen,14,6.0,0
2015,7,Pastor Maldonado,maldonado,15,6.0,0
2015,7,Marcus Ericsson,ericsson,16,5.0,0
2015,7,Jenson Button,button,17,4.0,0
2015,7,Fernando Alonso,alonso,18,0.0,0
2015,7,Roberto Merhi,merhi,19,0.0,0
2015,7,Will Stevens,stevens,20,0.0,0
2015,7,Kevin Magnussen,kevin_magnussen,21,0.0,0
2015,8,Lewis Hamilton,hamilton,1,169.0,4
2015,8,Nico Rosberg,rosberg,2,159.0,3
2015,8,Sebastian Vettel,vettel,3,120.0,1
2015,8,Kimi Räikkönen,raikkonen,4,72.0,0
2015,8,Valtteri Bottas,bottas,5,67.0,0
2015,8,Felipe Massa,massa,6,62.0,0
2015,8,Daniel Ricciardo,ricciardo,7,36.0,0
2015,8,Daniil Kvyat,kvyat,8,19.0,0
2015,8,Nico Hülkenberg,hulkenberg,9,18.0,0
2015,8,Romain Grosjean,grosjean,10,17.0,0
2015,8,Felipe Nasr,nasr,11,16.0,0
2015,8,Sergio Pérez,perez,12,13.0,0
2015,8,Pastor Maldonado,maldonado,13,12.0,0
2015,8,Max Verstappen,max_verstappen,14,10.0,0
2015,8,Carlos Sainz,sainz,15,9.0,0
2015,8,Marcus Ericsson,ericsson,16,5.0,0
2015,8,Jenson Button,button,17,4.0,0
2015,8,Fernando Alonso,alonso,18,0.0,0
2015,8,Roberto Merhi,merhi,19,0.0,0
2015,8,Will Stevens,stevens,20,0.0,0
2015,8,Kevin Magnussen,kevin_magnussen,21,0.0,0
2015,9,Lewis Hamilton,hamilton,1,194.0,5
2015,9,Nico Rosberg,rosberg,2,177.0,3
2015,9,Sebastian Vettel,vettel,3,135.0,1
2015,9,Valtteri Bottas,bottas,4,77.0,0
2015,9,Kimi Räikkönen,raikkonen,5,76.0,0
2015,9,Felipe Massa,massa,6,74.0,0
2015,9,Daniel Ricciardo,ricciardo,7,36.0,0
2015,9,Daniil Kvyat,kvyat,8,27.0,0
2015,9,Nico Hülkenberg,hulkenberg,9,24.0,0
2015,9,Romain Grosjean,grosjean,10,17.0,0
2015,9,Felipe Nasr,nasr,11,16.0,0
2015,9,Sergio Pérez,perez,12,15.0,0
2015,9,Pastor Maldonado,maldonado,13,12.0,0
2015,9,Max Verstappen,max_verstappen,14,10.0,0
2015,9,Carlos Sainz,sainz,15,9.0,0
2015,9,Marcus Ericsson,ericsson,16,5.0,0
2015,9,Jenson Button,button,17,4.0,0
2015,9,Fernando Alonso,alonso,18,1.0,0
2015,9,Roberto Merhi,merhi,19,0.0,0
2015,9,Will Stevens,stevens,20,0.0,0
2015,9,Kevin Magnussen,kevin_magnussen,21,0.0,0
2015,10,Lewis Hamilton,hamilton,1,202.0,5
2015,10,Nico Rosberg,rosberg,2,181.0,3
2015,10,Sebastian Vettel,vettel,3,160.0,2
2015,10,Valtteri Bottas,bottas,4,77.0,0
2015,10,Kimi Räikkönen,raikkonen,5,76.0,0
2015,10,Felipe Massa,massa,6,74.0,0
2015,10,Daniel Ricciardo,ricciardo,7,51.0,0
2015,10,Daniil Kvyat,kvyat,8,45.0,0
2015,10,Nico Hülkenberg,hulkenberg,9,24.0,0
2015,10,Romain Grosjean,grosjean,10,23.0,0
2015,10,Max Verstappen,max_verstappen,11,22.0,0
2015,10,Felipe Nasr,nasr,12,16.0,0
2015,10,Sergio Pérez,perez,13,15.0,0
2015,10,Pastor Maldonado,maldonado,14,12.0,0
2015,10,Fernando Alonso,alonso,15,11.0,0
2015,10,Carlos Sainz,sainz,16,9.0,0
2015,10,Jenson Button,button,17,6.0,0
2015,10,Marcus Ericsson,ericsson,18,6.0,0
2015,10,Roberto Merhi,merhi,19,0.0,0
2015,10,Will Stevens,stevens,20,0.0,0
2015,10,Kevin Magnussen,kevin_magnussen,21,0.0,0
2015,11,Lewis Hamilton,hamilton,1,227.0,6
2015,11,Nico Rosberg,rosberg,2,199.0,3
2015,11,Sebastian Vettel,vettel,3,160.0,2
2015,11,Kimi Räikkönen,raikkonen,4,82.0,0
2015,11,Felipe Massa,massa,5,82.0,0
2015,11,Valtteri Bottas,bottas,6,79.0,0
2015,11,Daniil Kvyat,kvyat,7,57.0,0
2015,11,Daniel Ricciardo,ricciardo,8,51.0,0
2015,11,Romain Grosjean,grosjean,9,38.0,0
2015,11,Max Verstappen,max_verstappen,10,26.0,0
2015,11,Sergio Pérez,perez,11,25.0,0
2015,11,Nico Hülkenberg,hulkenberg,12,24.0,0
2015,11,Felipe Nasr,nasr,13,16.0,0
2015,11,Pastor Maldonado,maldonado,14,12.0,0
2015,11,Fernando Alonso,alonso,15,11.0,0
2015,11,Carlos Sainz,sainz,16,9.0,0
2015,11,Marcus Ericsson,ericsson,17,7.0,0
2015,11,Jenson Button,button,18,6.0,0
2015,11,Roberto Merhi,merhi,19,0.0,0
2015,11,Will Stevens,stevens,20,0.0,0
2015,11,Kevin Magnussen,kevin_magnussen,21,0.0,0
2015,12,Lewis Hamilton,hamilton,1,252.0,7
2015,12,Nico Rosberg,rosberg,2,199.0,3
2015,12,Sebastian Vettel,vettel,3,178.0,2
2015,12,Felipe Massa,massa,4,97.0,0
2015,12,Kimi Räikkönen,raikkonen,5,92.0,0
2015,12,Valtteri Bottas,bottas,6,91.0,0
2015,12,Daniil Kvyat,kvyat,7,58.0,0
2015,12,Daniel Ricciardo,ricciardo,8,55.0,0
2015,12,Romain Grosjean,grosjean,9,38.0,0
2015,12,Sergio Pérez,perez,10,33.0,0
2015,12,Nico Hülkenberg,hulkenberg,11,30.0,0
2015,12,Max Verstappen,max_verstappen,12,26.0,0
2015,12,Felipe Nasr,nasr,13,16.0,0
2015,12,Pastor Maldonado,maldonado,14,12.0,0
2015,12,Fernando Alonso,alonso,15,11.0,0
2015,12,Carlos Sainz,sainz,16,9.0,0
2015,12,Marcus Ericsson,ericsson,17,9.0,0
2015,12,Jenson Button,button,18,6.0,0
2015,12,Roberto Merhi,merhi,19,0.0,0
2015,12,Will Stevens,stevens,20,0.0,0
2015,12,Kevin Magnussen,kevin_magnussen,21,0.0,0
2015,13,Lewis Hamilton,hamilton,1,252.0,7
2015,13,Nico Rosberg,rosberg,2,211.0,3
2015,13,Sebastian Vettel,vettel,3,203.0,3
2015,13,Kimi Räikkönen,raikkonen,4,107.0,0
2015,13,Valtteri Bottas,bottas,5,101.0,0
2015,13,Felipe Massa,massa,6,97.0,0
2015,13,Daniel Ricciardo,ricciardo,7,73.0,0
2015,13,Daniil Kvyat,kvyat,8,66.0,0
2015,13,Sergio Pérez,perez,9,39.0,0
2015,13,Romain Grosjean,grosjean,10,38.0,0
2015,13,Max Verstappen,max_verstappen,11,30.0,0
2015,13,Nico Hülkenberg,hulkenberg,12,30.0,0
2015,13,Felipe Nasr,nasr,13,17.0,0
2015,13,Pastor Maldonado,maldonado,14,12.0,0
2015,13,Fernando Alonso,alonso,15,11.0,0
2015,13,Carlos Sainz,sainz,16,11.0,0
2015,13,Marcus Ericsson,ericsson,17,9.0,0
2015,13,Jenson Button,button,18,6.0,0
2015,13,Roberto Merhi,merhi,19,0.0,0
2015,13,Will Stevens,stevens,20,0.0,0
2015,13,Alexander Rossi,rossi,21,0.0,0
2015,13,Kevin Magnussen,kevin_magnussen,22,0.0,0
2015,14,Lewis Hamilton,hamilton,1,277.0,8
2015,14,Nico Rosberg,rosberg,2,229.0,3
2015,14,Sebastian Vettel,vettel,3,218.0,3
2015,14,Kimi Räikkönen,raikkonen,4,119.0,0
2015,14,Valtteri Bottas,bottas,5,111.0,0
2015,14,Felipe Massa,massa,6,97.0,0
2015,14,Daniel Ricciardo,ricciardo,7,73.0,0
2015,14,Daniil Kvyat,kvyat,8,66.0,0
2015,14,Romain Grosjean,grosjean,9,44.0,0
2015,14,Sergio Pérez,perez,10,39.0,0
2015,14,Nico Hülkenberg,hulkenberg,11,38.0,0
2015,14,Max Verstappen,max_verstappen,12,32.0,0
2015,14,Felipe Nasr,nasr,13,17.0,0
2015,14,Pastor Maldonado,maldonado,14,16.0,0
2015,14,Carlos Sainz,sainz,15,12.0,0
2015,14,Fernando Alonso,alonso,16,11.0,0
2015,14,Marcus Ericsson,ericsson,17,9.0,0
2015,14,Jenson Button,button,18,6.0,0
2015,14,Roberto Merhi,merhi,19,0.0,0
2015,14,Will Stevens,stevens,20,0.0,0
2015,14,Alexander Rossi,rossi,21,0.0,0
2015,14,Kevin Magnussen,kevin_magnussen,22,0.0,0
2015,15,Lewis Hamilton,hamilton,1,302.0,9
2015,15,Sebastian Vettel,vettel,2,236.0,3
2015,15,Nico Rosberg,rosberg,3,229.0,3
2015,15,Kimi Räikkönen,raikkonen,4,123.0,0
2015,15,Valtteri Bottas,bottas,5,111.0,0
2015,15,Felipe Massa,massa,6,109.0,0
2015,15,Daniil Kvyat,kvyat,7,76.0,0
2015,15,Daniel Ricciardo,ricciardo,8,73.0,0
2015,15,Sergio Pérez,perez,9,54.0,0
2015,15,Romain Grosjean,grosjean,10,44.0,0
2015,15,Nico Hülkenberg,hulkenberg,11,38.0,0
2015,15,Max Verstappen,max_verstappen,12,33.0,0
2015,15,Felipe Nasr,nasr,13,25.0,0
2015,15,Pastor Maldonado,maldonado,14,22.0,0
2015,15,Carlos Sainz,sainz,15,12.0,0
2015,15,Fernando Alonso,alonso,16,11.0,0
2015,15,Marcus Ericsson,ericsson,17,9.0,0
2015,15,Jenson Button,button,18,8.0,0
2015,15,Roberto Merhi,merhi,19,0.0,0
2015,15,Will Stevens,stevens,20,0.0,0
2015,15,Alexander Rossi,rossi,21,0.0,0
2015,15,Kevin Magnussen,kevin_magnussen,22,0.0,0
2015,16,Lewis Hamilton,hamilton,1,327.0,10
2015,16,Sebastian Vettel,vettel,2,251.0,3
2015,16,Nico Rosberg,rosberg,3,247.0,3
2015,16,Kimi Räikkönen,raikkonen,4,123.0,0
2015,16,Valtteri Bottas,bottas,5,111.0,0
2015,16,Felipe Massa,massa,6,109.0,0
2015,16,Daniil Kvyat,kvyat,7,76.0,0
2015,16,Daniel Ricciardo,ricciardo,8,74.0,0
2015,16,Sergio Pérez,perez,9,64.0,0
2015,16,Max Verstappen,max_verstappen,10,45.0,0
2015,16,Romain Grosjean,grosjean,11,44.0,0
2015,16,Nico Hülkenberg,hulkenberg,12,38.0,0
2015,16,Felipe Nasr,nasr,13,27.0,0
2015,16,Pastor Maldonado,maldonado,14,26.0,0
2015,16,Carlos Sainz,sainz,15,18.0,0
2015,16,Jenson Button,button,16,16.0,0
2015,16,Fernando Alonso,alonso,17,11.0,0
2015,16,Marcus Ericsson,ericsson,18,9.0,0
2015,16,Roberto Merhi,merhi,19,0.0,0
2015,16,Alexander Rossi,rossi,20,0.0,0
2015,16,Will Stevens,stevens,21,0.0,0
2015,16,Kevin Magnussen,kevin_magnussen,22,0.0,0
2015,17,Lewis Hamilton,hamilton,1,345.0,10
2015,17,Nico Rosberg,rosberg,2,272.0,4
2015,17,Sebastian Vettel,vettel,3,251.0,3
2015,17,Valtteri Bottas,bottas,4,126.0,0
2015,17,Kimi Räikkönen,raikkonen,5,123.0,0
2015,17,Felipe Massa,massa,6,117.0,0
2015,17,Daniil Kvyat,kvyat,7,88.0,0
2015,17,Daniel Ricciardo,ricciardo,8,84.0,0
2015,17,Sergio Pérez,perez,9,68.0,0
2015,17,Max Verstappen,max_verstappen,10,47.0,0
2015,17,Romain Grosjean,grosjean,11,45.0,0
2015,17,Nico Hülkenberg,hulkenberg,12,44.0,0
2015,17,Felipe Nasr,nasr,13,27.0,0
2015,17,Pastor Maldonado,maldonado,14,26.0,0
2015,17,Carlos Sainz,sainz,15,18.0,0
2015,17,Jenson Button,button,16,16.0,0
2015,17,Fernando Alonso,alonso,17,11.0,0
2015,17,Marcus Ericsson,ericsson,18,9.0,0
2015,17,Roberto Merhi,merhi,19,0.0,0
2015,17,Alexander Rossi,rossi,20,0.0,0
2015,17,Will Stevens,stevens,21,0.0,0
2015,17,Kevin Magnussen,kevin_magnussen,22,0.0,0
2015,18,Lewis Hamilton,hamilton,1,363.0,10
2015,18,Nico Rosberg,rosberg,2,297.0,5
2015,18,Sebastian Vettel,vettel,3,266.0,3
2015,18,Valtteri Bottas,bottas,4,136.0,0
2015,18,Kimi Räikkönen,raikkonen,5,135.0,0
2015,18,Felipe Massa,massa,6,117.0,0
2015,18,Daniil Kvyat,kvyat,7,94.0,0
2015,18,Daniel Ricciardo,ricciardo,8,84.0,0
2015,18,Sergio Pérez,perez,9,68.0,0
2015,18,Nico Hülkenberg,hulkenberg,10,52.0,0
2015,18,Romain Grosjean,grosjean,11,49.0,0
2015,18,Max Verstappen,max_verstappen,12,49.0,0
2015,18,Felipe Nasr,nasr,13,27.0,0
2015,18,Pastor Maldonado,maldonado,14,27.0,0
2015,18,Carlos Sainz,sainz,15,18.0,0
2015,18,Jenson Button,button,16,16.0,0
2015,18,Fernando Alonso,alonso,17,11.0,0
2015,18,Marcus Ericsson,ericsson,18,9.0,0
2015,18,Roberto Merhi,merhi,19,0.0,0
2015,18,Alexander Rossi,rossi,20,0.0,0
2015,18,Will Stevens,stevens,21,0.0,0
2015,18,Kevin Magnussen,kevin_magnussen,22,0.0,0
2015,19,Lewis Hamilton,hamilton,1,381.0,10
2015,19,Nico Rosberg,rosberg,2,322.0,6
2015,19,Sebastian Vettel,vettel,3,278.0,3
2015,19,Kimi Räikkönen,raikkonen,4,150.0,0
2015,19,Valtteri Bottas,bottas,5,136.0,0
2015,19,Felipe Massa,massa,6,121.0,0
2015,19,Daniil Kvyat,kvyat,7,95.0,0
2015,19,Daniel Ricciardo,ricciardo,8,92.0,0
2015,19,Sergio Pérez,perez,9,78.0,0
2015,19,Nico Hülkenberg,hulkenberg,10,58.0,0
2015,19,Romain Grosjean,grosjean,11,51.0,0
2015,19,Max Verstappen,max_verstappen,12,49.0,0
2015,19,Felipe Nasr,nasr,13,27.0,0
2015,19,Pastor Maldonado,maldonado,14,27.0,0
2015,19,Carlos Sainz,sainz,15,18.0,0
2015,19,Jenson Button,button,16,16.0,0
2015,19,Fernando Alonso,alonso,17,11.0,0
2015,19,Marcus Ericsson,ericsson,18,9.0,0
2015,19,Roberto Merhi,merhi,19,0.0,0
2015,19,Alexander Rossi,rossi,20,0.0,0
2015,19,Will Stevens,stevens,21,0.0,0
2015,19,Kevin Magnussen,kevin_magnussen,22,0.0,0
2016,1,Nico Rosberg,rosberg,1,25.0,1
2016,1,Lewis Hamilton,hamilton,2,18.0,0
2016,1,Sebastian Vettel,vettel,3,15.0,0
2016,1,Daniel Ricciardo,ricciardo,4,12.0,0
2016,1,Felipe Massa,massa,5,10.0,0
2016,1,Romain Grosjean,grosjean,6,8.0,0
2016,1,Nico Hülkenberg,hulkenberg,7,6.0,0
2016,1,Valtteri Bottas,bottas,8,4.0,0
2016,1,Carlos Sainz,sainz,9,2.0,0
2016,1,Max Verstappen,max_verstappen,10,1.0,0
2016,1,Jolyon Palmer,jolyon_palmer,11,0.0,0
2016,1,Kevin Magnussen,kevin_magnussen,12,0.0,0
2016,1,Sergio Pérez,perez,13,0.0,0
2016,1,Jenson Button,button,14,0.0,0
2016,1,Felipe Nasr,nasr,15,0.0,0
2016,1,Pascal Wehrlein,wehrlein,16,0.0,0
2016,1,Marcus Ericsson,ericsson,17,0.0,0
2016,1,Kimi Räikkönen,raikkonen,18,0.0,0
2016,1,Rio Haryanto,haryanto,19,0.0,0
2016,1,Esteban Gutiérrez,gutierrez,20,0.0,0
2016,1,Fernando Alonso,alonso,21,0.0,0
2016,1,Daniil Kvyat,kvyat,22,0.0,0
2016,2,Nico Rosberg,rosberg,1,50.0,2
2016,2,Lewis Hamilton,hamilton,2,33.0,0
2016,2,Daniel Ricciardo,ricciardo,3,24.0,0
2016,2,Kimi Räikkönen,raikkonen,4,18.0,0
2016,2,Romain Grosjean,grosjean,5,18.0,0
2016,2,Sebastian Vettel,vettel,6,15.0,0
2016,2,Felipe Massa,massa,7,14.0,0
2016,2,Max Verstappen,max_verstappen,8,9.0,0
2016,2,Nico Hülkenberg,hulkenberg,9,6.0,0
2016,2,Daniil Kvyat,kvyat,10,6.0,0
2016,2,Valtteri Bottas,bottas,11,6.0,0
2016,2,Carlos Sainz,sainz,12,2.0,0
2016,2,Stoffel Vandoorne,vandoorne,13,1.0,0
2016,2,Kevin Magnussen,kevin_magnussen,14,0.0,0
2016,2,Jolyon Palmer,jolyon_palmer,15,0.0,0
2016,2,Marcus Ericsson,ericsson,16,0.0,0
2016,2,Sergio Pérez,perez,17,0.0,0
2016,2,Pascal Wehrlein,wehrlein,18,0.0,0
2016,2,Felipe Nasr,nasr,19,0.0,0
2016,2,Jenson Button,button,20,0.0,0
2016,2,Rio Haryanto,haryanto,21,0.0,0
2016,2,Esteban Gutiérrez,gutierrez,22,0.0,0
2016,2,Fernando Alonso,alonso,23,0.0,0
2016,3,Nico Rosberg,rosberg,1,75.0,3
2016,3,Lewis Hamilton,hamilton,2,39.0,0
2016,3,Daniel Ricciardo,ricciardo,3,36.0,0
2016,3,Sebastian Vettel,vettel,4,33.0,0
2016,3,Kimi Räikkönen,raikkonen,5,28.0,0
2016,3,Felipe Massa,massa,6,22.0,0
2016,3,Daniil Kvyat,kvyat,7,21.0,0
2016,3,Romain Grosjean,grosjean,8,18.0,0
2016,3,Max Verstappen,max_verstappen,9,13.0,0
2016,3,Valtteri Bottas,bottas,10,7.0,0
2016,3,Nico Hülkenberg,hulkenberg,11,6.0,0
2016,3,Carlos Sainz,sainz,12,4.0,0
2016,3,Stoffel Vandoorne,vandoorne,13,1.0,0
2016,3,Kevin Magnussen,kevin_magnussen,14,0.0,0
2016,3,Sergio Pérez,perez,15,0.0,0
2016,3,Jolyon Palmer,jolyon_palmer,16,0.0,0
2016,3,Marcus Ericsson,ericsson,17,0.0,0
2016,3,Fernando Alonso,alonso,18,0.0,0
2016,3,Jenson Button,button,19,0.0,0
2016,3,Pascal Wehrlein,wehrlein,20,0.0,0
2016,3,Felipe Nasr,nasr,21,0.0,0
2016,3,Esteban Gutiérrez,gutierrez,22,0.0,0
2016,3,Rio Haryanto,haryanto,23,0.0,0
2016,4,Nico Rosberg,rosberg,1,100.0,4
2016,4,Lewis Hamilton,hamilton,2,57.0,0
2016,4,Kimi Räikkönen,raikkonen,3,43.0,0
2016,4,Daniel Ricciardo,ricciardo,4,36.0,0
2016,4,Sebastian Vettel,vettel,5,33.0,0
2016,4,Felipe Massa,massa,6,32.0,0
2016,4,Romain Grosjean,grosjean,7,22.0,0
2016,4,Daniil Kvyat,kvyat,8,21.0,0
2016,4,Valtteri Bottas,bottas,9,19.0,0
2016,4,Max Verstappen,max_verstappen,10,13.0,0
2016,4,Fernando Alonso,alonso,11,8.0,0
2016,4,Kevin Magnussen,kevin_magnussen,12,6.0,0
2016,4,Nico Hülkenberg,hulkenberg,13,6.0,0
2016,4,Carlos Sainz,sainz,14,4.0,0
2016,4,Sergio Pérez,perez,15,2.0,0
2016,4,Jenson Button,button,16,1.0,0
2016,4,Stoffel Vandoorne,vandoorne,17,1.0,0
2016,4,Jolyon Palmer,jolyon_palmer,18,0.0,0
2016,4,Marcus Ericsson,ericsson,19,0.0,0
2016,4,Pascal Wehrlein,wehrlein,20,0.0,0
2016,4,Felipe Nasr,nasr,21,0.0,0
2016,4,Esteban Gutiérrez,gutierrez,22,0.0,0
2016,4,Rio Haryanto,haryanto,23,0.0,0
2016,5,Nico Rosberg,rosberg,1,100.0,4
2016,5,Kimi Räikkönen,raikkonen,2,61.0,0
2016,5,Lewis Hamilton,hamilton,3,57.0,0
2016,5,Sebastian Vettel,vettel,4,48.0,0
2016,5,Daniel Ricciardo,ricciardo,5,48.0,0
2016,5,Max Verstappen,max_verstappen,6,38.0,1
2016,5,Felipe Massa,massa,7,36.0,0
2016,5,Valtteri Bottas,bottas,8,29.0,0
2016,5,Daniil Kvyat,kvyat,9,22.0,0
2016,5,Romain Grosjean,grosjean,10,22.0,0
2016,5,Carlos Sainz,sainz,11,12.0,0
2016,5,Fernando Alonso,alonso,12,8.0,0
2016,5,Sergio Pérez,perez,13,8.0,0
2016,5,Kevin Magnussen,kevin_magnussen,14,6.0,0
2016,5,Nico Hülkenberg,hulkenberg,15,6.0,0
2016,5,Jenson Button,button,16,3.0,0
2016,5,Stoffel Vandoorne,vandoorne,17,1.0,0
2016,5,Jolyon Palmer,jolyon_palmer,18,0.0,0
